# QubitSense Audit Log - 2025-08-23T10:44:36.986Z
# Configuration: {
  "enabled": true,
  "logLevel": "INFO",
  "maxLogSize": 10,
  "retentionDays": 90,
  "logToFile": true,
  "logToConsole": false,
  "encryptLogs": false,
  "sensitiveFields": [
    "password",
    "token",
    "secret",
    "key"
  ],
  "complianceMode": "NONE"
}
# ================================================================================
[2025-08-23T10:44:37.354Z] [INFO] [KeyRotationManager] [NEW_KEY_CREATED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"keyId":"key_1755945877010_3e4b32bac52a7abd","reason":"Initial key creation","algorithm":"AES-256-GCM"}]
[2025-08-23T11:38:08.407Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:38:38.407Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:39:08.844Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:39:38.843Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:40:08.843Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:40:38.844Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:41:08.843Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:41:38.844Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:42:08.843Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:42:38.844Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:43:08.845Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:43:38.846Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:44:08.849Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:44:38.723Z] [INFO] [AuditManager] [AUDIT_EXPORT] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"fileName":"audit_events_2025-08-23T11-44-38-717Z.json","eventCount":1}]
[2025-08-23T11:44:38.853Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:45:08.854Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:45:39.259Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:46:09.258Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:46:39.259Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:47:09.667Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:47:39.667Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:48:09.668Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:48:39.668Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:49:10.079Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:49:40.583Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:50:11.077Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:50:41.628Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:51:12.147Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:51:42.731Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:52:12.793Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:52:43.299Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:53:13.837Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:53:44.368Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:54:14.887Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:54:45.418Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:55:15.943Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:55:45.944Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:56:16.408Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:56:46.895Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:57:17.372Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:57:47.853Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:58:18.375Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:58:48.805Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:59:18.806Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:59:49.293Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:00:19.774Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:00:50.258Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:01:20.736Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:01:51.194Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:02:21.608Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:02:52.135Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:03:22.612Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:03:53.103Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:04:23.599Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:04:54.101Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:05:24.596Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:05:55.085Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:06:25.086Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:06:55.589Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:07:26.083Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:07:56.590Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:08:27.406Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:08:57.406Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:09:28.009Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:09:58.547Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:10:29.140Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:10:59.710Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:11:30.274Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:12:00.913Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:12:31.472Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:13:02.094Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:13:32.094Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:14:02.690Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:14:33.284Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:15:03.882Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:15:34.520Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:16:04.521Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:16:34.521Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:17:04.522Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:17:34.522Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:18:04.522Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:18:34.522Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:19:04.523Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:19:34.523Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:20:04.523Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:20:34.523Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:21:04.965Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:21:35.541Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:22:06.083Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:22:36.669Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:23:07.081Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:23:37.607Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:24:08.079Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:24:38.079Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:25:08.580Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:25:39.081Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T12:26:09.582Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
